Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End	Ensembl ID
Csnk1g2	current symbol	MGI:1920014	10	+	80458672	80476583	ENSMUSG00000003345
Csnk2a2	current symbol	MGI:88547	8	-	96172724	96215505	ENSMUSG00000046707
Cspg4	current symbol	MGI:2153093	9	+	56772388	56807154	ENSMUSG00000032911
Csrp1	current symbol	MGI:88549	1	+	135647799	135679970	ENSMUSG00000026421
Csrp2	current symbol	MGI:1202907	10	+	110756037	110775375	ENSMUSG00000020186
Csrp2bp	old symbol	MGI:1917264	2	+	144210952	144249595	ENSMUSG00000027425
Csrp2bp	human synonym	MGI:5295678	2	+	144210903	144215257	ENSMUSG00000098387
Cst6	current symbol	MGI:1920970	19	-	5394733	5399602	ENSMUSG00000024846
Cst6	human synonym	MGI:109514	10	+	78261504	78263456	ENSMUSG00000005054
Cstb	current symbol	MGI:109514	10	+	78261504	78263456	ENSMUSG00000005054
Cstf2	current symbol	MGI:1343054	X	+	132959936	132987568	ENSMUSG00000031256
Cstf2	zebrafish symbol	MGI:1932622	19	+	31060241	31063992	ENSMUSG00000053536
Ctbp2	current symbol	MGI:1201686	7	-	132589292	132726083	ENSMUSG00000030970
Ctcf	current symbol	MGI:109447	8	+	106363200	106409554	ENSMUSG00000005698
Ctdp1	current symbol	MGI:1926953	18	-	80451174	80512910	ENSMUSG00000033323
Ctdsp2	current symbol	MGI:1098748	10	+	126814586	126835844	ENSMUSG00000078429
Ctgf	old symbol	MGI:95537	10	+	24471340	24474581	ENSMUSG00000019997
Cth	current symbol	MGI:1339968	3	-	157599885	157630714	ENSMUSG00000028179
Cth	human synonym	MGI:1928009	9	+	37450551	37455501	ENSMUSG00000001943
Ctif	current symbol	MGI:2685518	18	-	75564295	75830625	ENSMUSG00000052928
Ctnnb1	current symbol	MGI:88276	9	+	120762466	120789573	ENSMUSG00000006932
Ctnnbip1	current symbol	MGI:1915756	4	+	149602698	149650894	ENSMUSG00000028988
Ctnnbl1	current symbol	MGI:1913892	2	+	157579321	157733534	ENSMUSG00000027649
Ctnnd1	current symbol	MGI:105100	2	-	84430415	84481109	ENSMUSG00000034101
Ctps	old symbol	MGI:1858304	4	-	120397065	120427473	ENSMUSG00000028633
Ctps2	current symbol	MGI:1933185	X	+	161684234	161815504	ENSMUSG00000031360
Ctr9	current symbol	MGI:109345	7	+	110628158	110655584	ENSMUSG00000005609
Ctsa	current symbol	MGI:97748	2	+	164674793	164682952	ENSMUSG00000017760
Ctsb	current symbol	MGI:88561	14	+	63359911	63383372	ENSMUSG00000021939
Ctsf	current symbol	MGI:1861434	19	+	4905158	4910946	ENSMUSG00000083282
Ctsh	current symbol	MGI:107285	9	+	89936320	89958148	ENSMUSG00000032359
Ctsk	current symbol	MGI:107823	3	+	95406567	95416673	ENSMUSG00000028111
Ctsl	current symbol	MGI:88564	13	-	64509704	64518586	ENSMUSG00000021477
Ctso	human synonym	MGI:107823	3	+	95406567	95416673	ENSMUSG00000028111
Ctso	current symbol	MGI:2139628	3	+	81839908	81864032	ENSMUSG00000028015
Cttn	current symbol	MGI:99695	7	-	143989468	144024743	ENSMUSG00000031078
Cttnbp2nl	current symbol	MGI:1933137	3	-	104909231	104960462	ENSMUSG00000062127
Ctu2	current symbol	MGI:1914215	8	+	123202882	123209831	ENSMUSG00000049482
Ctxn1	current symbol	MGI:88566	8	-	4307660	4309274	ENSMUSG00000048644
Cuedc1	current symbol	MGI:2144281	11	+	87989972	88084966	ENSMUSG00000018378
Cuedc2	current symbol	MGI:1914366	19	-	46318251	46327141	ENSMUSG00000036748
Cul1	current symbol	MGI:1349658	6	+	47430516	47503078	ENSMUSG00000029686
Cul3	current symbol	MGI:1347360	1	-	80242640	80318197	ENSMUSG00000004364
Cul4a	current symbol	MGI:1914487	8	+	13155623	13197940	ENSMUSG00000031446
Cul4b	current symbol	MGI:1919834	X	-	37622151	37665073	ENSMUSG00000031095
Cul5	current symbol	MGI:1922967	9	-	53525881	53578807	ENSMUSG00000032030
Cuta	current symbol	MGI:1914925	17	-	27156946	27158847	ENSMUSG00000024194
Cux1	current symbol	MGI:88568	5	-	136276989	136596344	ENSMUSG00000029705
Cwc15	current symbol	MGI:1913320	9	+	14411913	14421873	ENSMUSG00000004096
Cwc27	current symbol	MGI:1914535	13	-	104767648	104953649	ENSMUSG00000021715
Cx3cl1	current symbol	MGI:1097153	8	+	95498808	95509055	ENSMUSG00000031778
Cx3cr1	current symbol	MGI:1333815	9	-	119877749	119897362	ENSMUSG00000052336
Cxcl1	current symbol	MGI:108068	5	+	91039100	91040974	ENSMUSG00000029380
Cxcl1	human symbol	MGI:1340094	5	+	91051758	91053797	ENSMUSG00000058427
Cxcl1	human symbol	MGI:3037818	5	+	90933960	90935952	ENSMUSG00000029379
Cxcl12	current symbol	MGI:103556	6	+	117145496	117158328	ENSMUSG00000061353
Cxcl14	current symbol	MGI:1888514	13	-	56436456	56444364	ENSMUSG00000021508
Cxcl16	current symbol	MGI:1932682	11	-	70345215	70350810	ENSMUSG00000018920
Cxcl2	human symbol	MGI:108068	5	+	91039100	91040974	ENSMUSG00000029380
Cxcl2	current symbol	MGI:1340094	5	+	91051758	91053797	ENSMUSG00000058427
Cxcl2	human symbol	MGI:3037818	5	+	90933960	90935952	ENSMUSG00000029379
Cxcl3	human symbol	MGI:1340094	5	+	91051758	91053797	ENSMUSG00000058427
Cxcl3	current symbol	MGI:3037818	5	+	90933960	90935952	ENSMUSG00000029379
Cxcl5	current symbol	MGI:1096868	5	+	90907219	90909483	ENSMUSG00000029371
Cxxc5	current symbol	MGI:1914643	18	+	35962450	35994741	ENSMUSG00000046668
Cyb5b	current symbol	MGI:1913677	8	+	107877293	107914102	ENSMUSG00000031924
Cyb5r1	current symbol	MGI:1919267	1	+	134333519	134339476	ENSMUSG00000026456
Cyba	current symbol	MGI:1316658	8	-	123151515	123159669	ENSMUSG00000006519
Cyld	current symbol	MGI:1921506	8	+	89423656	89478573	ENSMUSG00000036712
Cyp1b1	current symbol	MGI:88590	17	-	80014369	80022490	ENSMUSG00000024087
Cyp2j6	current symbol	MGI:1270148	4	-	96404375	96441898	ENSMUSG00000052914
Cyp4v3	current symbol	MGI:2142763	8	-	45758838	45786200	ENSMUSG00000079057
Cyp51	current symbol	MGI:106040	5	-	4131145	4154746	ENSMUSG00000001467
Cyp7b1	current symbol	MGI:104978	3	-	18126114	18297502	ENSMUSG00000039519
Cyr61	old symbol	MGI:88613	3	-	145352731	145355736	ENSMUSG00000028195
Cys1	current symbol	MGI:2177632	12	-	24715832	24731794	ENSMUSG00000062563
Cyth1	current symbol	MGI:1334257	11	-	118054996	118139452	ENSMUSG00000017132
Cyth3	current symbol	MGI:1335107	5	+	143608202	143696005	ENSMUSG00000018001
D030025P21Rik	current symbol	MGI:3698049	12	+	84922576	84926529	ENSMUSG00000092130
D10Jhu81e	old symbol	MGI:1351861	10	-	77997900	78005589	ENSMUSG00000053329
D11Wsu47e	old symbol	MGI:106356	11	+	113575238	113585473	ENSMUSG00000041623
D130020L05Rik	current symbol	MGI:2450270	12	+	101048710	101055186	ENSMUSG00000097121
D15Ertd621e	old symbol	MGI:1277178	15	+	58287317	58329589	ENSMUSG00000037119
D16Ertd472e	current symbol	MGI:1196400	16	-	78337224	78373576	ENSMUSG00000022864
D17Wsu92e	old symbol	MGI:106281	17	-	27970206	28039516	ENSMUSG00000056692
D19Bwg1357e	old symbol	MGI:106253	19	-	27366098	27407225	ENSMUSG00000041360
D1Ertd622e	old symbol	MGI:1277184	1	-	97571627	97589743	ENSMUSG00000044768
D2Wsu81e	old symbol	MGI:106544	2	-	30063465	30068471	ENSMUSG00000039660
D330023K18Rik	current symbol	MGI:2445152	2	-	31041061	31042303	ENSMUSG00000087269
D330050G23Rik	current symbol	MGI:2445155	2	+	116730633	116743272	ENSMUSG00000085316
D3Ertd751e	current symbol	MGI:1289213	3	+	41697046	41757755	ENSMUSG00000025766
D830031N03Rik	current symbol	MGI:3045367	4				
Daam2	current symbol	MGI:1923691	17	-	49763050	49871371	ENSMUSG00000040260
Dab2	current symbol	MGI:109175	15	+	6329269	6470193	ENSMUSG00000022150
Dab2ip	current symbol	MGI:1916851	2	+	35448285	35621006	ENSMUSG00000026883
Dact1	current symbol	MGI:1891740	12	+	71356658	71366881	ENSMUSG00000044548
Dag1	current symbol	MGI:101864	9	-	108082060	108141176	ENSMUSG00000039952
Dand5	zebrafish symbol	MGI:1201414	4	-	82799988	82803385	ENSMUSG00000038192
Dand5	current symbol	MGI:1344365	8	-	85542034	85558894	ENSMUSG00000053226
Dap3	current symbol	MGI:1929538	3	-	88828110	88858488	ENSMUSG00000068921
Dap3	synonym	MGI:3039563	4	+	127062997	127130815	ENSMUSG00000042388
Dapk1	current symbol	MGI:1916885	13	+	60749761	60911005	ENSMUSG00000021559
Dapp1	current symbol	MGI:1347063	3	-	137636768	137687306	ENSMUSG00000028159
Dars	old symbol	MGI:2442544	1	-	128291444	128345105	ENSMUSG00000026356
Dbf4	current symbol	MGI:1351328	5	-	8446973	8472716	ENSMUSG00000002297
Dbi	current symbol	MGI:94865	1	-	120041010	120048808	ENSMUSG00000026385
Dbi	human synonym	MGI:88222	15	+	83447793	83458404	ENSMUSG00000041736
Dbn1	current symbol	MGI:1931838	13	-	55621242	55635924	ENSMUSG00000034675
Dbndd2	current symbol	MGI:106562	2	+	164328026	164335239	ENSMUSG00000017734
Dbnl	current symbol	MGI:700006	11	+	5738488	5750962	ENSMUSG00000020476
Dbr1	current symbol	MGI:1931520	9	+	99457852	99466554	ENSMUSG00000032469
Dcaf10	current symbol	MGI:2140179	4	+	45342101	45379759	ENSMUSG00000035572
Dcaf12	current symbol	MGI:1916220	4	-	41291300	41314889	ENSMUSG00000028436
Dcaf12	rat synonym	MGI:2444462	X	-	43875447	43879074	ENSMUSG00000045284
Dcaf13	current symbol	MGI:2684929	15	+	38976300	39010251	ENSMUSG00000022300
Dcaf4	current symbol	MGI:1921078	12	+	83567240	83588694	ENSMUSG00000021222
Dcaf5	current symbol	MGI:2444785	12	-	80382622	80483375	ENSMUSG00000049106
Dcaf7	current symbol	MGI:1919083	11	+	105927698	105950150	ENSMUSG00000049354
Dcakd	current symbol	MGI:1915337	11	-	102884873	102919107	ENSMUSG00000020935
Dcbld1	current symbol	MGI:1913936	10	+	52109715	52197474	ENSMUSG00000019891
Dclk1	current symbol	MGI:1330861	3	+	55149785	55446489	ENSMUSG00000027797
Dcp1a	current symbol	MGI:1923151	14	+	30201613	30249013	ENSMUSG00000021962
Dcp2	current symbol	MGI:1917890	18	+	44513569	44558036	ENSMUSG00000024472
Dcp2	old symbol	MGI:94875	17				
Dcps	current symbol	MGI:1916555	9	-	35035710	35087283	ENSMUSG00000032040
Dctd	current symbol	MGI:2444529	8	+	48552127	48594702	ENSMUSG00000031562
Dctn1	current symbol	MGI:107745	6	+	83142902	83177099	ENSMUSG00000031865
Dctn5	current symbol	MGI:1891689	7	+	121732264	121748267	ENSMUSG00000030868
Dctn6	current symbol	MGI:1343154	8	-	34557574	34575866	ENSMUSG00000031516
Dcun1d1	current symbol	MGI:2150386	3	-	35946254	35991594	ENSMUSG00000027708
Dcun1d1	human symbol	MGI:3582925	13	+	49647077	49649865	ENSMUSG00000113255
Dcun1d5	current symbol	MGI:1924113	9	+	7184520	7208205	ENSMUSG00000032002
Ddah1	current symbol	MGI:1916469	3	+	145464447	145600032	ENSMUSG00000028194
Ddit4	current symbol	MGI:1921997	10	-	59785497	59787592	ENSMUSG00000020108
Ddit4l	current symbol	MGI:1920534	3	+	137329433	137334093	ENSMUSG00000046818
Ddost	current symbol	MGI:1194508	4	+	138032049	138039930	ENSMUSG00000028757
Ddr1	current symbol	MGI:99216	17	-	35992459	36015513	ENSMUSG00000003534
Ddr2	current symbol	MGI:1345277	1	-	169799876	169938331	ENSMUSG00000026674
Ddrgk1	current symbol	MGI:1924256	2	-	130495955	130506549	ENSMUSG00000068290
Ddx1	current symbol	MGI:2144727	12	-	13269308	13299175	ENSMUSG00000037149
Ddx18	current symbol	MGI:1914192	1	-	121481564	121495709	ENSMUSG00000001674
Ddx19a	current symbol	MGI:99526	8	-	111701628	111724432	ENSMUSG00000015023
Ddx19a	zebrafish symbol	MGI:2148251	8	-	111729820	111758383	ENSMUSG00000033658
Ddx20	current symbol	MGI:1858415	3	-	105585586	105594890	ENSMUSG00000027905
Ddx21	current symbol	MGI:1860494	10	-	62416030	62438060	ENSMUSG00000020075
Ddx21	zebrafish symbol	MGI:2182303	10	-	62451674	62486997	ENSMUSG00000020076
Ddx21	human synonym	MGI:1277172	11	-	6208919	6217772	ENSMUSG00000004393
Ddx23	current symbol	MGI:1921601	15	-	98543015	98560775	ENSMUSG00000003360
Ddx24	current symbol	MGI:1351337	12	-	103374241	103392089	ENSMUSG00000041645
Ddx27	current symbol	MGI:2385884	2	+	166857233	166876865	ENSMUSG00000017999
Ddx28	current symbol	MGI:1919236	8	-	106736248	106738118	ENSMUSG00000045538
Ddx39	old symbol	MGI:1915528	8	+	84441806	84453521	ENSMUSG00000005481
Ddx3x	human symbol	MGI:91842	1	+	186699613	186702824	ENSMUSG00000039224
Ddx3x	current symbol	MGI:103064	X	+	13147261	13160222	ENSMUSG00000000787
Ddx41	current symbol	MGI:1920185	13	-	55678223	55684471	ENSMUSG00000021494
Ddx42	current symbol	MGI:1919297	11	+	106107752	106139965	ENSMUSG00000020705
Ddx46	current symbol	MGI:1920895	13	+	55782840	55829069	ENSMUSG00000021500
Ddx47	current symbol	MGI:1915005	6	+	134988575	135000739	ENSMUSG00000030204
Ddx50	current symbol	MGI:2182303	10	-	62451674	62486997	ENSMUSG00000020076
Ddx51	current symbol	MGI:1916913	5	+	110801317	110808362	ENSMUSG00000029504
Ddx52	current symbol	MGI:1925644	11	+	83832888	83853914	ENSMUSG00000020677
Ddx55	current symbol	MGI:1915098	5	+	124690927	124707723	ENSMUSG00000029389
Ddx56	current symbol	MGI:1277172	11	-	6208919	6217772	ENSMUSG00000004393
Ddx58	old symbol	MGI:2442858	4	-	40203773	40239828	ENSMUSG00000040296
Deaf1	synonym	MGI:2146159	15	+	90108514	90114757	ENSMUSG00000075470
Deaf1	current symbol	MGI:1858496	7	-	140877093	140907603	ENSMUSG00000058886
Decr1	current symbol	MGI:1914710	4	-	15917240	15945377	ENSMUSG00000028223
Def6	human synonym	MGI:3630303	8	-	21433710	21434726	ENSMUSG00000079120
Def6	current symbol	MGI:1346328	17	+	28426752	28447582	ENSMUSG00000002257
Def6	human synonym	MGI:94880	8				
Def6	human synonym	MGI:94882	8	+	21868533	21869511	ENSMUSG00000096295
Def6	human synonym	MGI:94883	8	+	21777425	21778393	ENSMUSG00000074440
Def6	human synonym	MGI:99584	8				
Def6	human synonym	MGI:99583	8	+	21787455	21788391	ENSMUSG00000074439
Def6	human synonym	MGI:99582	8		22223899	22224507	
Def6	human synonym	MGI:99581	8				
Def6	human synonym	MGI:99580	8				
Def6	human synonym	MGI:99579	8				
Def6	human synonym	MGI:99591	8				
Def6	human synonym	MGI:99590	8				
Def6	human synonym	MGI:99589	8				
Def6	human synonym	MGI:99588	8				
Def6	human synonym	MGI:99587	8				
Def6	human synonym	MGI:99586	8				
Def6	human synonym	MGI:99585	8				
Def6	human synonym	MGI:1345152	8	+	22145796	22146751	ENSMUSG00000060208
Def6	human synonym	MGI:1915259	8	+	21999274	22000253	ENSMUSG00000095066
Def6	human synonym	MGI:1913548	8	+	21515561	21516532	ENSMUSG00000074447
Def6	human synonym	MGI:3639039	8	+	21652293	21653265	ENSMUSG00000074443
Def6	human synonym	MGI:3630381	8	+	21545063	21546032	ENSMUSG00000074446
Def6	human synonym	MGI:3630383	8	+	22224510	22225487	ENSMUSG00000064213
Def6	human synonym	MGI:3630385	8	+	21574458	21575301	ENSMUSG00000094687
Def6	human synonym	MGI:3630390	8	+	22108199	22108988	ENSMUSG00000060070
Def6	human synonym	MGI:3642780	8	+	21805562	21806403	ENSMUSG00000082211
Def6	human synonym	MGI:3646688	8	+	22072976	22073883	ENSMUSG00000074434
Def6	human synonym	MGI:94881	8	-	21815904	21817034	ENSMUSG00000074437
Def6	human synonym	MGI:3808881	8	+	21624658	21625614	ENSMUSG00000074444
Def6	human synonym	MGI:102509	8	+	21681630	21682565	ENSMUSG00000074442
Def6	human synonym	MGI:3709042	8	+	22019048	22020028	ENSMUSG00000094818
Def6	human synonym	MGI:3709048	8	+	22155813	22156748	ENSMUSG00000063206
Def6	human synonym	MGI:3711900	8	+	21555054	21556012	ENSMUSG00000061845
Def6	human synonym	MGI:5434853	8	+	21917444	21918402	ENSMUSG00000094662
Def6	human synonym	MGI:3705236	8	+	22055402	22056365	ENSMUSG00000065956
Def6	human synonym	MGI:3709605	8	-	21585090	21586066	ENSMUSG00000061958
Def6	human synonym	MGI:3611585	8	-	22192540	22193663	ENSMUSG00000058618
Def6	human synonym	MGI:3708769	8	+	21739770	21740572	ENSMUSG00000074441
Def6	human synonym	MGI:3705230	8	+	21691620	21692462	ENSMUSG00000079116
Def6	human synonym	MGI:3645033	8	-	21945443	21946533	ENSMUSG00000079114
Def6	human synonym	MGI:3648003	8	-	22083503	22084481	ENSMUSG00000079113
Def6	human synonym	MGI:99592	8				
Def6	human synonym	MGI:102516	8				
Def6	human synonym	MGI:102514	8				
Def8	current symbol	MGI:1346331	8	+	124169725	124190009	ENSMUSG00000001482
Dennd2a	current symbol	MGI:2444961	6	-	39439312	39534801	ENSMUSG00000038456
Dennd4a	current symbol	MGI:2142979	9	+	64718622	64826949	ENSMUSG00000053641
Dennd5a	current symbol	MGI:1201681	7	-	109492987	109559677	ENSMUSG00000035901
Denr	current symbol	MGI:1915434	5	+	124045309	124066705	ENSMUSG00000023106
Depdc5	current symbol	MGI:2141101	5	+	33021045	33151580	ENSMUSG00000037426
Depdc7	current symbol	MGI:2139258	2	-	104552129	104573202	ENSMUSG00000027173
Derl2	current symbol	MGI:2151483	11	-	70898266	70910667	ENSMUSG00000018442
Dexi	current symbol	MGI:1926236	16	-	10348071	10360918	ENSMUSG00000038055
Dffa	current symbol	MGI:1196227	4	+	149188603	149205104	ENSMUSG00000028974
Dfna5	old symbol	MGI:1889850	6	-	50167013	50240837	ENSMUSG00000029821
Dgcr14	old symbol	MGI:107854	16	-	17718573	17729212	ENSMUSG00000003527
Dgcr2	current symbol	MGI:892866	16	-	17658219	17709592	ENSMUSG00000003166
Dgcr8	current symbol	MGI:2151114	16	-	18071812	18107110	ENSMUSG00000022718
Dgkd	current symbol	MGI:2138334	1	+	87781009	87872902	ENSMUSG00000070738
Dgkd	old symbol	MGI:102918	5	-	108794910	108808696	ENSMUSG00000004815
Dgkh	current symbol	MGI:2444188	14	-	78796789	78970169	ENSMUSG00000034731
Dgkq	current symbol	MGI:102918	5	-	108794910	108808696	ENSMUSG00000004815
Dguok	current symbol	MGI:1351602	6	-	83457199	83483887	ENSMUSG00000014554
Dhcr24	current symbol	MGI:1922004	4	+	106418279	106446310	ENSMUSG00000034926
Dhcr7	current symbol	MGI:1298378	7	+	143376882	143402147	ENSMUSG00000058454
Dhdds	current symbol	MGI:1914672	4	-	133696339	133728229	ENSMUSG00000012117
Dhfr	current symbol	MGI:94890	13	+	92491291	92525561	ENSMUSG00000021707
Dhodh	current symbol	MGI:1928378	8	-	110319876	110335330	ENSMUSG00000031730
Dhps	current symbol	MGI:2683592	8	+	85798386	85801791	ENSMUSG00000060038
Dhrs1	current symbol	MGI:1196314	14	-	55976477	55983147	ENSMUSG00000002332
Dhrs11	current symbol	MGI:2652816	11	-	84711682	84719820	ENSMUSG00000034449
Dhrs13	current symbol	MGI:1917701	11	+	77923139	77928690	ENSMUSG00000020834
Dhrs3	current symbol	MGI:1315215	4	+	144619397	144654779	ENSMUSG00000066026
Dhrs4	zebrafish symbol	MGI:1918662	14	+	55459464	55478892	ENSMUSG00000022209
Dhrs4	current symbol	MGI:90169	14	+	55716215	55727797	ENSMUSG00000022210
Dhrs7	current symbol	MGI:1913625	12	-	72697127	72711678	ENSMUSG00000021094
Dhrs7	rat synonym	MGI:3644906	12	-	72666893	72675795	ENSMUSG00000109482
Dhrs7b	current symbol	MGI:2384931	11	+	60721457	60749249	ENSMUSG00000042569
Dhx15	current symbol	MGI:1099786	5	-	52307545	52347856	ENSMUSG00000029169
Dhx16	current symbol	MGI:1916442	17	+	36190711	36203562	ENSMUSG00000024422
Dhx30	current symbol	MGI:1920081	9	-	109913387	109946728	ENSMUSG00000032480
Dhx32	current symbol	MGI:2141813	7	-	133322671	133384455	ENSMUSG00000030986
Dhx33	current symbol	MGI:2445102	11	-	70874917	70895258	ENSMUSG00000040620
Dhx34	current symbol	MGI:1918973	7	-	15931145	15956005	ENSMUSG00000006019
Dhx38	current symbol	MGI:1927617	8	-	110274643	110292493	ENSMUSG00000037993
Dhx40	current symbol	MGI:1914737	11	-	86659672	86698572	ENSMUSG00000018425
Dhx57	current symbol	MGI:2147067	17	-	80545733	80597620	ENSMUSG00000035051
Dhx8	current symbol	MGI:1306823	11	+	101623782	101658184	ENSMUSG00000034931
Dhx9	current symbol	MGI:108177	1	-	153331504	153363406	ENSMUSG00000042699
Diablo	current symbol	MGI:1913843	5	-	123647828	123662239	ENSMUSG00000029433
Diap1	old symbol	MGI:1194490	18	-	37976654	38068529	ENSMUSG00000024456
Diap2	old symbol	MGI:1858500	X	+	128650491	129366583	ENSMUSG00000034480
Diap3	old symbol	MGI:1927222	14	-	86892803	87378671	ENSMUSG00000022021
Dicer1	current symbol	MGI:2177178	12	-	104654001	104718211	ENSMUSG00000041415
Dido1	current symbol	MGI:1344352	2	-	180299757	180351792	ENSMUSG00000038914
Diexf	old symbol	MGI:2138080	1	-	192786707	192812603	ENSMUSG00000016181
Dio3	current symbol	MGI:1306782	12	+	110245664	110247531	ENSMUSG00000075707
Dio3os	current symbol	MGI:2664395	12	-	110241818	110244502	ENSMUSG00000113581
Dip2a	current symbol	MGI:2385920	10	-	76098581	76181194	ENSMUSG00000020231
Dis3	current symbol	MGI:1919912	14	-	99314070	99337217	ENSMUSG00000033166
Dis3l	current symbol	MGI:2143272	9	-	64214038	64248570	ENSMUSG00000032396
Dkc1	current symbol	MGI:1861727	X	+	74139460	74153382	ENSMUSG00000031403
Dkk2	current symbol	MGI:1890663	3	+	131791053	131886065	ENSMUSG00000028031
Dkk3	current symbol	MGI:1354952	7	-	111715224	111758264	ENSMUSG00000030772
Dlc1	current symbol	MGI:1354949	8	-	37034905	37420297	ENSMUSG00000031523
Dlc1	human synonym	MGI:2443671	9	+	118931546	118977314	ENSMUSG00000038060
Dlc1	human synonym	MGI:1861457	5	-	115435129	115438995	ENSMUSG00000009013
Dld	current symbol	MGI:107450	12	-	31381561	31401470	ENSMUSG00000020664
Dld	zebrafish symbol	MGI:104659	17	-	15587616	15597134	ENSMUSG00000014773
Dld	human synonym	MGI:1913544	X	-	73428325	73436878	ENSMUSG00000031399
Dld	human synonym	MGI:106428	8	-	112352250	112356968	ENSMUSG00000031958
